Reporting org,Reporting org type,Provider org,Receiver org,Humanitarian?,Strict?,Transaction type,Transaction direction,Total money
United States Agency for International Development (USAID),10,,Catholic Relief Services,1,1,commitments,outgoing,19150140
United States Agency for International Development (USAID),10,,Catholic Relief Services,1,1,spending,outgoing,16008993
United States Agency for International Development (USAID),10,,Centro de Informacin y Educacin para la Prevencin del Abuso de Drogas,0,1,commitments,outgoing,3000000
United States Agency for International Development (USAID),10,,Centro de Informacin y Educacin para la Prevencin del Abuso de Drogas,0,1,spending,outgoing,506953
United States Agency for International Development (USAID),10,,"Checchi and Company Consulting, Inc.",0,0,commitments,outgoing,22000000
United States Agency for International Development (USAID),10,,"Checchi and Company Consulting, Inc.",0,0,spending,outgoing,16923890
United States Agency for International Development (USAID),10,,"Chemonics International, Inc.",0,0,commitments,outgoing,32074695
United States Agency for International Development (USAID),10,,"Chemonics International, Inc.",0,0,spending,outgoing,44934088
United States Agency for International Development (USAID),10,,"Chemonics International, Inc.",0,1,commitments,outgoing,5500000
United States Agency for International Development (USAID),10,,"Chemonics International, Inc.",0,1,spending,outgoing,2000000
United States Agency for International Development (USAID),10,,Citizens Network for Foreign Affairs,0,0,commitments,outgoing,10316519
United States Agency for International Development (USAID),10,,Citizens Network for Foreign Affairs,0,0,spending,outgoing,8613311
United States Agency for International Development (USAID),10,,Citizens Network for Foreign Affairs,0,1,commitments,outgoing,1000000
United States Agency for International Development (USAID),10,,Commonwealth of municipalities of the Naranjo River Basin,0,0,spending,outgoing,391108
United States Agency for International Development (USAID),10,,Concern Worldwide U.S.,0,0,spending,outgoing,2250121
United States Agency for International Development (USAID),10,,Concern Worldwide U.S.,0,1,commitments,outgoing,500000
United States Agency for International Development (USAID),10,,Consortium for Elections and Political Process Strengthening,0,0,commitments,outgoing,9455974
United States Agency for International Development (USAID),10,,Consortium for Elections and Political Process Strengthening,0,0,spending,outgoing,12313508
United States Agency for International Development (USAID),10,,Consortium for Elections and Political Process Strengthening,0,1,commitments,outgoing,4310000
United States Agency for International Development (USAID),10,,Consortium for Elections and Political Process Strengthening,0,1,spending,outgoing,586006
United States Agency for International Development (USAID),10,,Cooperative for Assistance and Relief Everywhere,0,0,commitments,outgoing,25826965
United States Agency for International Development (USAID),10,,Cooperative for Assistance and Relief Everywhere,0,0,spending,outgoing,20440834
United States Agency for International Development (USAID),10,,Cooperative for Assistance and Relief Everywhere,0,1,commitments,outgoing,2000000
United States Agency for International Development (USAID),10,,Cooperative for Assistance and Relief Everywhere,1,1,commitments,outgoing,3648607
United States Agency for International Development (USAID),10,,Cooperative for Assistance and Relief Everywhere,1,1,spending,outgoing,2237877
United States Agency for International Development (USAID),10,,Counterpart International,0,0,commitments,outgoing,2978588
United States Agency for International Development (USAID),10,,Counterpart International,0,0,spending,outgoing,6920887
United States Agency for International Development (USAID),10,,Counterpart International,0,1,commitments,outgoing,540833
United States Agency for International Development (USAID),10,,Counterpart International,0,1,spending,outgoing,90240
United States Agency for International Development (USAID),10,,Creative Associates International,0,0,commitments,outgoing,56013516
United States Agency for International Development (USAID),10,,Creative Associates International,0,0,spending,outgoing,41329882
United States Agency for International Development (USAID),10,,Creative Associates International,0,1,commitments,outgoing,6300000
United States Agency for International Development (USAID),10,,Danish Refugee Council,1,1,commitments,outgoing,400780
United States Agency for International Development (USAID),10,,Danish Refugee Council,1,1,spending,outgoing,340687
United States Agency for International Development (USAID),10,,Deloitte Touche Tohmatsu Limited,0,0,commitments,outgoing,25531334
United States Agency for International Development (USAID),10,,Deloitte Touche Tohmatsu Limited,0,0,spending,outgoing,21883487
United States Agency for International Development (USAID),10,,"DevTech Systems, Inc.",0,0,spending,outgoing,1283460
United States Agency for International Development (USAID),10,,"Development Alternatives, Inc.",0,0,commitments,outgoing,70049722
United States Agency for International Development (USAID),10,,"Development Alternatives, Inc.",0,0,spending,outgoing,56318149
United States Agency for International Development (USAID),10,,"Development Alternatives, Inc.",0,1,commitments,outgoing,15500000
United States Agency for International Development (USAID),10,,"Development Alternatives, Inc.",0,1,spending,outgoing,5051056
United States Agency for International Development (USAID),10,,Development Professionals Inc,0,0,commitments,outgoing,1450000
United States Agency for International Development (USAID),10,,Development Professionals Inc,0,0,spending,outgoing,1853138
United States Agency for International Development (USAID),10,,Dexis Consulting Group,0,0,commitments,outgoing,13542000
United States Agency for International Development (USAID),10,,Dexis Consulting Group,0,0,spending,outgoing,3037274
United States Agency for International Development (USAID),10,,Dexis Consulting Group,0,1,commitments,outgoing,10000000
United States Agency for International Development (USAID),10,,Doctors of the World,1,1,commitments,outgoing,1123100
United States Agency for International Development (USAID),10,,Doctors of the World,1,1,spending,outgoing,1076523
United States Agency for International Development (USAID),10,,East-West Management Institute,0,0,commitments,outgoing,1100000
United States Agency for International Development (USAID),10,,East-West Management Institute,0,0,spending,outgoing,1661400
United States Agency for International Development (USAID),10,,Education Development Center,0,0,commitments,outgoing,20540241
United States Agency for International Development (USAID),10,,Education Development Center,0,0,spending,outgoing,7354396
United States Agency for International Development (USAID),10,,Elizabeth Glaser Pediatric AIDS Foundation,0,0,commitments,outgoing,27461764
United States Agency for International Development (USAID),10,,Elizabeth Glaser Pediatric AIDS Foundation,0,0,spending,outgoing,31335453
United States Agency for International Development (USAID),10,,Elizabeth Glaser Pediatric AIDS Foundation,0,1,commitments,outgoing,750000
United States Agency for International Development (USAID),10,,Elizabeth Glaser Pediatric AIDS Foundation,0,1,spending,outgoing,300000
United States Agency for International Development (USAID),10,,Enterprise - Non United States Unknown,0,0,commitments,outgoing,42042000
United States Agency for International Development (USAID),10,,Enterprise - Non United States Unknown,0,0,spending,outgoing,43987936
United States Agency for International Development (USAID),10,,Enterprise - Non United States Unknown,0,1,commitments,outgoing,900000
United States Agency for International Development (USAID),10,,Equal Access International (EA),0,0,commitments,outgoing,6245976
United States Agency for International Development (USAID),10,,Equal Access International (EA),0,0,spending,outgoing,8337682
United States Agency for International Development (USAID),10,,Equal Access International (EA),0,1,commitments,outgoing,2590833
United States Agency for International Development (USAID),10,,Equal Access International (EA),0,1,spending,outgoing,507318
United States Agency for International Development (USAID),10,,FHI 360,0,0,commitments,outgoing,116683384
United States Agency for International Development (USAID),10,,FHI 360,0,0,spending,outgoing,83099279
United States Agency for International Development (USAID),10,,FHI 360,0,1,commitments,outgoing,17230000
United States Agency for International Development (USAID),10,,FHI 360,0,1,spending,outgoing,6928382
United States Agency for International Development (USAID),10,,FHI 360,1,1,commitments,outgoing,2099054
United States Agency for International Development (USAID),10,,FHI 360,1,1,spending,outgoing,2045835
United States Agency for International Development (USAID),10,,FUNDACION COHONDUCAFE,0,0,commitments,outgoing,250000
United States Agency for International Development (USAID),10,,FUNDACION COHONDUCAFE,0,0,spending,outgoing,494483
United States Agency for International Development (USAID),10,,FUNSEPA,0,1,commitments,outgoing,1430000
United States Agency for International Development (USAID),10,,FUNSEPA,0,1,spending,outgoing,704245
United States Agency for International Development (USAID),10,,"Fintrac, Inc.",0,0,commitments,outgoing,19735982
United States Agency for International Development (USAID),10,,"Fintrac, Inc.",0,0,spending,outgoing,23350098
United States Agency for International Development (USAID),10,,"Fintrac, Inc.",0,1,commitments,outgoing,800000
United States Agency for International Development (USAID),10,,"Fintrac, Inc.",0,1,spending,outgoing,300086
United States Agency for International Development (USAID),10,,Food and Agriculture Organisation,0,0,commitments,outgoing,34699316
United States Agency for International Development (USAID),10,,Food and Agriculture Organisation,0,0,spending,outgoing,40449733
United States Agency for International Development (USAID),10,,Food and Agriculture Organisation,0,1,commitments,outgoing,1100000
United States Agency for International Development (USAID),10,,Food and Agriculture Organisation,0,1,spending,outgoing,43768
United States Agency for International Development (USAID),10,,Food and Agriculture Organisation,1,1,commitments,outgoing,7200494
United States Agency for International Development (USAID),10,,Food and Agriculture Organisation,1,1,spending,outgoing,3546000
United States Agency for International Development (USAID),10,,Food for the Hungry US,0,0,commitments,outgoing,25684872
United States Agency for International Development (USAID),10,,Food for the Hungry US,0,0,spending,outgoing,28232901
United States Agency for International Development (USAID),10,,Food for the Hungry US,1,1,commitments,outgoing,500000
United States Agency for International Development (USAID),10,,Food for the Hungry US,1,1,spending,outgoing,500000
United States Agency for International Development (USAID),10,,Freedom House,0,0,commitments,outgoing,7602914
United States Agency for International Development (USAID),10,,Freedom House,0,0,spending,outgoing,4531269
United States Agency for International Development (USAID),10,,Fundacion Esquel,0,1,commitments,outgoing,1000000
United States Agency for International Development (USAID),10,,Fundacion Esquel,0,1,spending,outgoing,500000
United States Agency for International Development (USAID),10,,Fundacion REDDOM,0,0,commitments,outgoing,692177
United States Agency for International Development (USAID),10,,Fundacion REDDOM,0,0,spending,outgoing,355187
United States Agency for International Development (USAID),10,,Fundacion REDDOM,0,1,commitments,outgoing,150000
United States Agency for International Development (USAID),10,,Futures Group Global,0,0,commitments,outgoing,119123315
United States Agency for International Development (USAID),10,,Futures Group Global,0,0,spending,outgoing,49922560
United States Agency for International Development (USAID),10,,Futures Group Global,0,1,commitments,outgoing,31530560
United States Agency for International Development (USAID),10,,Futures Group Global,0,1,spending,outgoing,6309712
United States Agency for International Development (USAID),10,,GOAL,1,1,commitments,outgoing,1880000
United States Agency for International Development (USAID),10,,GOAL,1,1,spending,outgoing,1105100
United States Agency for International Development (USAID),10,,GiveDirectly,0,0,spending,outgoing,105593
United States Agency for International Development (USAID),10,,GiveDirectly,0,1,commitments,outgoing,3000000
United States Agency for International Development (USAID),10,,Global Alliance for Vaccines and Immunization,0,1,commitments,outgoing,2000000000
United States Agency for International Development (USAID),10,,Global Alliance for Vaccines and Immunization,0,1,spending,outgoing,2000000000
United States Agency for International Development (USAID),10,,Global Communities,0,0,commitments,outgoing,6772368
United States Agency for International Development (USAID),10,,Global Communities,0,0,spending,outgoing,3661263
United States Agency for International Development (USAID),10,,Global Communities,0,1,commitments,outgoing,2000000
United States Agency for International Development (USAID),10,,Global Communities,1,1,commitments,outgoing,700000
United States Agency for International Development (USAID),10,,Global Communities,1,1,spending,outgoing,628580
United States Agency for International Development (USAID),10,,Government - Country unknown,0,0,commitments,outgoing,5000000
United States Agency for International Development (USAID),10,,Government - Country unknown,0,0,spending,outgoing,5000000
United States Agency for International Development (USAID),10,,Government - Country unknown,0,1,commitments,outgoing,1500000
United States Agency for International Development (USAID),10,,Government - Country unknown,0,1,spending,outgoing,1500000
United States Agency for International Development (USAID),10,,Government of Kenya,0,0,commitments,outgoing,84824530
United States Agency for International Development (USAID),10,,Government of Kenya,0,0,spending,outgoing,94410766
United States Agency for International Development (USAID),10,,Government of Kenya,0,1,commitments,outgoing,0
United States Agency for International Development (USAID),10,,Government of United Kingdom - DFID,0,0,commitments,outgoing,11099500
United States Agency for International Development (USAID),10,,Government of United Kingdom - DFID,0,0,spending,outgoing,10738000
United States Agency for International Development (USAID),10,,Government of United Kingdom - DFID,0,1,commitments,outgoing,1500000
United States Agency for International Development (USAID),10,,Government of United Kingdom - DFID,0,1,spending,outgoing,500000
United States Agency for International Development (USAID),10,,HEARTLAND ALLIANCE LTD-GTE,0,0,commitments,outgoing,12953705
United States Agency for International Development (USAID),10,,HEARTLAND ALLIANCE LTD-GTE,0,0,spending,outgoing,10953053
United States Agency for International Development (USAID),10,,HEARTLAND ALLIANCE LTD-GTE,0,1,commitments,outgoing,250000
United States Agency for International Development (USAID),10,,Handicap International,1,1,commitments,outgoing,900000
United States Agency for International Development (USAID),10,,Handicap International,1,1,spending,outgoing,548989
United States Agency for International Development (USAID),10,,Helen Keller International,0,0,commitments,outgoing,9435264
United States Agency for International Development (USAID),10,,Helen Keller International,0,0,spending,outgoing,11697120
United States Agency for International Development (USAID),10,,Helen Keller International,0,1,commitments,outgoing,3650000
United States Agency for International Development (USAID),10,,Helen Keller International,0,1,spending,outgoing,1100000
United States Agency for International Development (USAID),10,,IMA World Health,0,0,commitments,outgoing,9834729
United States Agency for International Development (USAID),10,,IMA World Health,0,0,spending,outgoing,11509545
United States Agency for International Development (USAID),10,,IMA World Health,0,1,commitments,outgoing,450000
United States Agency for International Development (USAID),10,,IMA World Health,0,1,spending,outgoing,221791
United States Agency for International Development (USAID),10,,INSTITUT POUR LA SANTE LA POPULATION ET LE DEVELOPPEMENT,0,0,commitments,outgoing,4000000
United States Agency for International Development (USAID),10,,INSTITUT POUR LA SANTE LA POPULATION ET LE DEVELOPPEMENT,0,0,spending,outgoing,2666942
United States Agency for International Development (USAID),10,,INSTITUT POUR LA SANTE LA POPULATION ET LE DEVELOPPEMENT,0,1,commitments,outgoing,500000
United States Agency for International Development (USAID),10,,INSTITUT POUR LA SANTE LA POPULATION ET LE DEVELOPPEMENT,0,1,spending,outgoing,499995
United States Agency for International Development (USAID),10,,IPE Global Pvt Ltd,0,0,commitments,outgoing,2000000
United States Agency for International Development (USAID),10,,IPE Global Pvt Ltd,0,0,spending,outgoing,1599916
United States Agency for International Development (USAID),10,,IPE Global Pvt Ltd,0,1,commitments,outgoing,20500000
United States Agency for International Development (USAID),10,,IPE Global Pvt Ltd,0,1,spending,outgoing,210251
United States Agency for International Development (USAID),10,,Icddrb,0,0,commitments,outgoing,3000000
United States Agency for International Development (USAID),10,,Icddrb,0,0,spending,outgoing,1373458
United States Agency for International Development (USAID),10,,Icddrb,0,1,commitments,outgoing,2100000
United States Agency for International Development (USAID),10,,Icddrb,0,1,spending,outgoing,966657
United States Agency for International Development (USAID),10,,Information Management and Mine Action Programs,1,1,commitments,outgoing,4012650
United States Agency for International Development (USAID),10,,Information Management and Mine Action Programs,1,1,spending,outgoing,823017
United States Agency for International Development (USAID),10,,Institut Pasteur,0,0,commitments,outgoing,1846491
United States Agency for International Development (USAID),10,,Institut Pasteur,0,0,spending,outgoing,1445680
United States Agency for International Development (USAID),10,,Institut Pasteur,0,1,commitments,outgoing,500000
United States Agency for International Development (USAID),10,,Institut Pasteur,0,1,spending,outgoing,388860
United States Agency for International Development (USAID),10,,InterNews,0,0,commitments,outgoing,7944000
United States Agency for International Development (USAID),10,,InterNews,0,0,spending,outgoing,11781000
United States Agency for International Development (USAID),10,,InterNews,0,1,commitments,outgoing,2000000
United States Agency for International Development (USAID),10,,InterNews,1,1,commitments,outgoing,992001
United States Agency for International Development (USAID),10,,InterNews,1,1,spending,outgoing,970200
United States Agency for International Development (USAID),10,,International Center for Agribusiness Research and Education (ICARE),0,0,commitments,outgoing,399082
United States Agency for International Development (USAID),10,,International Center for Agribusiness Research and Education (ICARE),0,0,spending,outgoing,39325
United States Agency for International Development (USAID),10,,International Center for Agribusiness Research and Education (ICARE),0,1,commitments,outgoing,625000
United States Agency for International Development (USAID),10,,International City/County Management Association,0,0,spending,outgoing,6142646
United States Agency for International Development (USAID),10,,International City/County Management Association,0,1,commitments,outgoing,1500000
United States Agency for International Development (USAID),10,,International City/County Management Association,0,1,spending,outgoing,345916
United States Agency for International Development (USAID),10,,International Executive Service Corps,0,0,commitments,outgoing,1000000
United States Agency for International Development (USAID),10,,International Executive Service Corps,0,0,spending,outgoing,4046032
United States Agency for International Development (USAID),10,,International Executive Service Corps,0,1,commitments,outgoing,5000000
United States Agency for International Development (USAID),10,,International Federation of Red Cross and Red Crescent Societies,0,0,commitments,outgoing,22384952
United States Agency for International Development (USAID),10,,International Federation of Red Cross and Red Crescent Societies,0,0,spending,outgoing,12941320
United States Agency for International Development (USAID),10,,International Federation of Red Cross and Red Crescent Societies,0,1,commitments,outgoing,24100000
United States Agency for International Development (USAID),10,,International Federation of Red Cross and Red Crescent Societies,0,1,spending,outgoing,8597356
United States Agency for International Development (USAID),10,,International Federation of Red Cross and Red Crescent Societies,1,1,commitments,outgoing,8415000
United States Agency for International Development (USAID),10,,International Federation of Red Cross and Red Crescent Societies,1,1,spending,outgoing,3329422
United States Agency for International Development (USAID),10,,International Fertilizer Development Center,0,0,commitments,outgoing,6323429
United States Agency for International Development (USAID),10,,International Fertilizer Development Center,0,0,spending,outgoing,6150000
United States Agency for International Development (USAID),10,,International Food Policy Research Institute,0,0,commitments,outgoing,2808050
United States Agency for International Development (USAID),10,,International Food Policy Research Institute,0,0,spending,outgoing,6733049
United States Agency for International Development (USAID),10,,International Food Policy Research Institute,0,1,commitments,outgoing,1500000
United States Agency for International Development (USAID),10,,International Medical Corps,1,1,commitments,outgoing,12730120
United States Agency for International Development (USAID),10,,International Medical Corps,1,1,spending,outgoing,10743635
United States Agency for International Development (USAID),10,,International Organisation for Migration,0,0,commitments,outgoing,26396077
United States Agency for International Development (USAID),10,,International Organisation for Migration,0,0,spending,outgoing,11086614
United States Agency for International Development (USAID),10,,International Organisation for Migration,0,1,commitments,outgoing,5750000
United States Agency for International Development (USAID),10,,International Organisation for Migration,0,1,spending,outgoing,2051330
United States Agency for International Development (USAID),10,,International Organisation for Migration,1,0,commitments,outgoing,15426732
United States Agency for International Development (USAID),10,,International Organisation for Migration,1,0,spending,outgoing,980383
United States Agency for International Development (USAID),10,,International Organisation for Migration,1,1,commitments,outgoing,37810566
United States Agency for International Development (USAID),10,,International Organisation for Migration,1,1,spending,outgoing,22601478
United States Agency for International Development (USAID),10,,International Rescue Committee,0,0,commitments,outgoing,362500
United States Agency for International Development (USAID),10,,International Rescue Committee,0,0,spending,outgoing,331249
United States Agency for International Development (USAID),10,,International Rescue Committee,0,1,commitments,outgoing,750000
United States Agency for International Development (USAID),10,,International Rescue Committee,0,1,spending,outgoing,64652
United States Agency for International Development (USAID),10,,International Rescue Committee,1,1,commitments,outgoing,3800000
United States Agency for International Development (USAID),10,,International Rescue Committee,1,1,spending,outgoing,3035660
United States Agency for International Development (USAID),10,,International Research and Exchanges Board,0,0,commitments,outgoing,1200000
United States Agency for International Development (USAID),10,,International Research and Exchanges Board,0,0,spending,outgoing,1179830
United States Agency for International Development (USAID),10,,International Resources Group Ltd.,0,0,commitments,outgoing,23262585
United States Agency for International Development (USAID),10,,International Resources Group Ltd.,0,0,spending,outgoing,12627854
United States Agency for International Development (USAID),10,,IntraHealth International,0,0,commitments,outgoing,54417121
United States Agency for International Development (USAID),10,,IntraHealth International,0,0,spending,outgoing,51584423
United States Agency for International Development (USAID),10,,IntraHealth International,0,1,commitments,outgoing,4125000
United States Agency for International Development (USAID),10,,IntraHealth International,0,1,spending,outgoing,2581726
United States Agency for International Development (USAID),10,,JAMAICA AIDS SUPPORT FOR LIFE,0,0,commitments,outgoing,1747987
United States Agency for International Development (USAID),10,,JAMAICA AIDS SUPPORT FOR LIFE,0,0,spending,outgoing,2072778
United States Agency for International Development (USAID),10,,JAMAICA AIDS SUPPORT FOR LIFE,0,1,commitments,outgoing,300000
United States Agency for International Development (USAID),10,,JAMAICA AIDS SUPPORT FOR LIFE,0,1,spending,outgoing,288433
United States Agency for International Development (USAID),10,,Jhpiego Corporation,0,0,commitments,outgoing,78771764
United States Agency for International Development (USAID),10,,Jhpiego Corporation,0,0,spending,outgoing,71300733
United States Agency for International Development (USAID),10,,Jhpiego Corporation,0,1,commitments,outgoing,31595000
United States Agency for International Development (USAID),10,,Jhpiego Corporation,0,1,spending,outgoing,7712477
United States Agency for International Development (USAID),10,,John Snow International,0,0,commitments,outgoing,65657659
United States Agency for International Development (USAID),10,,John Snow International,0,0,spending,outgoing,79230832
United States Agency for International Development (USAID),10,,John Snow International,0,1,commitments,outgoing,16670000
United States Agency for International Development (USAID),10,,John Snow International,0,1,spending,outgoing,8396524
United States Agency for International Development (USAID),10,,Johns Hopkins Health and Education in South Africa,0,0,commitments,outgoing,9250645
United States Agency for International Development (USAID),10,,Johns Hopkins Health and Education in South Africa,0,0,spending,outgoing,5466585
United States Agency for International Development (USAID),10,,Johns Hopkins Health and Education in South Africa,0,1,commitments,outgoing,500000
United States Agency for International Development (USAID),10,,Johns Hopkins University,0,0,commitments,outgoing,14101291
United States Agency for International Development (USAID),10,,Johns Hopkins University,0,0,spending,outgoing,7699471
United States Agency for International Development (USAID),10,,Johns Hopkins University,0,1,commitments,outgoing,400000
United States Agency for International Development (USAID),10,,Johns Hopkins University,0,1,spending,outgoing,337148
United States Agency for International Development (USAID),10,,Johns Hopkins University,1,1,commitments,outgoing,1484836
United States Agency for International Development (USAID),10,,Johns Hopkins University,1,1,spending,outgoing,544879
United States Agency for International Development (USAID),10,,Joint United Nations Programme on HIV/AIDS,0,0,commitments,outgoing,148944212
United States Agency for International Development (USAID),10,,Joint United Nations Programme on HIV/AIDS,0,0,spending,outgoing,115536561
United States Agency for International Development (USAID),10,,Joint United Nations Programme on HIV/AIDS,0,1,commitments,outgoing,550000
United States Agency for International Development (USAID),10,,MAF Bangladesh,0,0,commitments,outgoing,605000
United States Agency for International Development (USAID),10,,MAF Bangladesh,0,0,spending,outgoing,486055
United States Agency for International Development (USAID),10,,MPKU PP Muhammadiyah,0,0,commitments,outgoing,2487000
United States Agency for International Development (USAID),10,,MPKU PP Muhammadiyah,0,0,spending,outgoing,692732
United States Agency for International Development (USAID),10,,MPKU PP Muhammadiyah,0,1,commitments,outgoing,1600000
United States Agency for International Development (USAID),10,,MPKU PP Muhammadiyah,0,1,spending,outgoing,700000
United States Agency for International Development (USAID),10,,Management Sciences for Health,0,0,commitments,outgoing,142018091
United States Agency for International Development (USAID),10,,Management Sciences for Health,0,0,spending,outgoing,89769144
United States Agency for International Development (USAID),10,,Management Sciences for Health,0,1,commitments,outgoing,8930000
United States Agency for International Development (USAID),10,,Management Sciences for Health,0,1,spending,outgoing,10186351
United States Agency for International Development (USAID),10,,Management Sciences for Health,1,1,commitments,outgoing,1500000
United States Agency for International Development (USAID),10,,Management Sciences for Health,1,1,spending,outgoing,1136609
United States Agency for International Development (USAID),10,,Management Systems International,0,0,commitments,outgoing,8100000
United States Agency for International Development (USAID),10,,Management Systems International,0,0,spending,outgoing,6626700
United States Agency for International Development (USAID),10,,Medical Teams International,1,1,commitments,outgoing,1350000
United States Agency for International Development (USAID),10,,Medical Teams International,1,1,spending,outgoing,425000
United States Agency for International Development (USAID),10,,Mercy Corps,1,1,commitments,outgoing,638688
United States Agency for International Development (USAID),10,,Mercy Corps,1,1,spending,outgoing,577260
United States Agency for International Development (USAID),10,,Michigan State University,0,0,commitments,outgoing,3361576
United States Agency for International Development (USAID),10,,Michigan State University,0,0,spending,outgoing,3674000
United States Agency for International Development (USAID),10,,Michigan State University,0,1,commitments,outgoing,1800000
United States Agency for International Development (USAID),10,,Michigan State University,0,1,spending,outgoing,673900
United States Agency for International Development (USAID),10,,Moi Teaching and Referral Hospital,0,0,commitments,outgoing,27092381
United States Agency for International Development (USAID),10,,Moi Teaching and Referral Hospital,0,0,spending,outgoing,27153445
United States Agency for International Development (USAID),10,,Moi Teaching and Referral Hospital,0,1,commitments,outgoing,300000
United States Agency for International Development (USAID),10,,Moi Teaching and Referral Hospital,0,1,spending,outgoing,300000
United States Agency for International Development (USAID),10,,Mothers2Mothers,0,0,commitments,outgoing,5984747
United States Agency for International Development (USAID),10,,Mothers2Mothers,0,0,spending,outgoing,4646344
United States Agency for International Development (USAID),10,,Mothers2Mothers,0,1,commitments,outgoing,100000
United States Agency for International Development (USAID),10,,NONVIOLENT PEACEFORCE AISBL,1,1,commitments,outgoing,450000
United States Agency for International Development (USAID),10,,NONVIOLENT PEACEFORCE AISBL,1,1,spending,outgoing,450000
United States Agency for International Development (USAID),10,,Nathan Associates Inc.,0,0,commitments,outgoing,9785000
United States Agency for International Development (USAID),10,,Nathan Associates Inc.,0,0,spending,outgoing,5896540
United States Agency for International Development (USAID),10,,Nathan Associates Inc.,0,1,commitments,outgoing,1500000
United States Agency for International Development (USAID),10,,National Cooperative Business Association CLUSA,0,0,commitments,outgoing,10721290
United States Agency for International Development (USAID),10,,National Cooperative Business Association CLUSA,0,0,spending,outgoing,13240204
United States Agency for International Development (USAID),10,,"Natural Resources Consulting Engineers, Inc.",0,0,commitments,outgoing,3122905
United States Agency for International Development (USAID),10,,"Natural Resources Consulting Engineers, Inc.",0,0,spending,outgoing,5560819
United States Agency for International Development (USAID),10,,Networking HIV/AIDS Community of South Africa,0,0,commitments,outgoing,7620000
United States Agency for International Development (USAID),10,,Networking HIV/AIDS Community of South Africa,0,0,spending,outgoing,4021269
United States Agency for International Development (USAID),10,,Networking HIV/AIDS Community of South Africa,0,1,commitments,outgoing,500000
United States Agency for International Development (USAID),10,,OBSHCHEE DELO OO,0,0,commitments,outgoing,753367
United States Agency for International Development (USAID),10,,OBSHCHEE DELO OO,0,0,spending,outgoing,753367
United States Agency for International Development (USAID),10,,OBSHCHEE DELO OO,0,1,commitments,outgoing,825000
United States Agency for International Development (USAID),10,,OBSHCHEE DELO OO,0,1,spending,outgoing,241000
United States Agency for International Development (USAID),10,,OPERA SAN FRANCESCO SAVERIO CUAMM COLLEGIO UNIVERSITARIO ASP,0,1,commitments,outgoing,2500000
United States Agency for International Development (USAID),10,,OPERA SAN FRANCESCO SAVERIO CUAMM COLLEGIO UNIVERSITARIO ASP,0,1,spending,outgoing,1982100
United States Agency for International Development (USAID),10,,ORDER OF MALTA WORLDWIDE RELIEF MALTESER INTERNATIONAL AMERI,1,1,commitments,outgoing,500000
United States Agency for International Development (USAID),10,,ORDER OF MALTA WORLDWIDE RELIEF MALTESER INTERNATIONAL AMERI,1,1,spending,outgoing,500000
United States Agency for International Development (USAID),10,,Organisation Non Gouvernement Ale Pour Le Developpement,0,0,commitments,outgoing,1103212
United States Agency for International Development (USAID),10,,Organisation Non Gouvernement Ale Pour Le Developpement,0,0,spending,outgoing,543316
United States Agency for International Development (USAID),10,,Organisation Non Gouvernement Ale Pour Le Developpement,0,1,commitments,outgoing,245000
United States Agency for International Development (USAID),10,,Organisation Non Gouvernement Ale Pour Le Developpement,0,1,spending,outgoing,90034
United States Agency for International Development (USAID),10,,Organisation for Public Health Interventions and Development (Zimbabwe),0,0,commitments,outgoing,126500
United States Agency for International Development (USAID),10,,Organisation for Public Health Interventions and Development (Zimbabwe),0,0,spending,outgoing,9723082
United States Agency for International Development (USAID),10,,Organisation for Public Health Interventions and Development (Zimbabwe),0,1,commitments,outgoing,640000
United States Agency for International Development (USAID),10,,PATH,0,0,commitments,outgoing,21110862
United States Agency for International Development (USAID),10,,PATH,0,0,spending,outgoing,15306276
United States Agency for International Development (USAID),10,,PATH,0,1,commitments,outgoing,1572904
United States Agency for International Development (USAID),10,,PATH,0,1,spending,outgoing,1047513
United States Agency for International Development (USAID),10,,PIRCOM - PROGRAMA INTER RELIGIOSO CONTRA A MALARIA,0,0,commitments,outgoing,997100
United States Agency for International Development (USAID),10,,PIRCOM - PROGRAMA INTER RELIGIOSO CONTRA A MALARIA,0,0,spending,outgoing,1456474
United States Agency for International Development (USAID),10,,PIRCOM - PROGRAMA INTER RELIGIOSO CONTRA A MALARIA,0,1,commitments,outgoing,350000
United States Agency for International Development (USAID),10,,PRISMA ASOCIACION BENEFICA,0,1,commitments,outgoing,2500000
United States Agency for International Development (USAID),10,,PROSALUD,0,1,commitments,outgoing,1300000
United States Agency for International Development (USAID),10,,PROSALUD,0,1,spending,outgoing,750000
United States Agency for International Development (USAID),10,,PROXIMITY INTERNATIONAL LLC,0,0,commitments,outgoing,4000000
United States Agency for International Development (USAID),10,,PROXIMITY INTERNATIONAL LLC,0,0,spending,outgoing,1985342
United States Agency for International Development (USAID),10,,PROXIMITY INTERNATIONAL LLC,0,1,commitments,outgoing,312500
United States Agency for International Development (USAID),10,,Pact World,0,0,commitments,outgoing,37577725
United States Agency for International Development (USAID),10,,Pact World,0,0,spending,outgoing,26641837
United States Agency for International Development (USAID),10,,Pact World,0,1,commitments,outgoing,850000
United States Agency for International Development (USAID),10,,Pact World,0,1,spending,outgoing,92671
United States Agency for International Development (USAID),10,,"Partners in Health, Inc.",1,1,commitments,outgoing,1000000
United States Agency for International Development (USAID),10,,"Partners in Health, Inc.",1,1,spending,outgoing,543341
